port_fact_sk,date_key,geo_sk,event_sk,avg_wait_days,vessels_anchor,utilization_pct,congestion_level,load_timestamp
4657,20240408,9,39,11.7,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4658,20240415,9,39,12.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4659,20240422,9,39,11.4,6,97.8,Critical,Wed May 13 12:51:38 EET 2026
4660,20240429,9,39,12.9,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4661,20240506,9,39,14.1,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4662,20240513,9,39,11.5,9,97.9,Critical,Wed May 13 12:51:38 EET 2026
4663,20240520,9,39,10.2,7,92.4,Congested,Wed May 13 12:51:38 EET 2026
4664,20240527,9,39,17.5,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
4665,20240603,9,39,9.2,3,73.6,Busy,Wed May 13 12:51:38 EET 2026
4666,20240610,9,39,8.3,0,67.8,Busy,Wed May 13 12:51:38 EET 2026
4667,20240617,9,39,13.0,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4668,20240624,9,39,12.2,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4669,20240701,9,39,11.1,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4670,20240708,9,39,11.2,1,96.4,Critical,Wed May 13 12:51:38 EET 2026
4671,20240715,9,39,12.0,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4672,20240722,9,39,10.7,9,90.7,Congested,Wed May 13 12:51:38 EET 2026
4673,20240729,9,39,14.2,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
4674,20240805,9,39,7.9,2,76.8,Busy,Wed May 13 12:51:38 EET 2026
4675,20240812,9,39,13.8,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4676,20240819,9,39,12.3,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4677,20240826,9,39,14.4,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4678,20240902,9,39,14.0,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4679,20240909,9,39,10.2,5,91.2,Congested,Wed May 13 12:51:38 EET 2026
4680,20240916,9,39,14.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4681,20240923,9,39,10.2,3,90.9,Congested,Wed May 13 12:51:38 EET 2026
4682,20240930,9,39,7.7,7,71.6,Busy,Wed May 13 12:51:38 EET 2026
4683,20241007,9,39,11.4,6,96.6,Critical,Wed May 13 12:51:38 EET 2026
4684,20241014,9,39,8.4,0,82.1,Congested,Wed May 13 12:51:38 EET 2026
4685,20241021,9,39,12.8,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4686,20241028,9,39,12.4,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4687,20241104,9,39,12.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4688,20241111,9,39,11.6,10,97.2,Critical,Wed May 13 12:51:38 EET 2026
4689,20241118,9,39,14.0,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4690,20241125,9,39,11.7,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4691,20241202,9,39,11.9,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4692,20241209,9,39,14.9,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4693,20241216,9,39,8.1,4,69.5,Busy,Wed May 13 12:51:38 EET 2026
4694,20241223,9,39,9.3,2,87.1,Congested,Wed May 13 12:51:38 EET 2026
4695,20241230,9,39,11.1,6,88.4,Congested,Wed May 13 12:51:38 EET 2026
4696,20190107,15,20,6.4,3,80.7,Congested,Wed May 13 12:51:38 EET 2026
4697,20190114,15,20,6.3,3,85.5,Congested,Wed May 13 12:51:38 EET 2026
4698,20190121,15,20,6.5,6,87.5,Congested,Wed May 13 12:51:38 EET 2026
4699,20190128,15,20,5.4,0,70.0,Busy,Wed May 13 12:51:38 EET 2026
4700,20190204,15,20,7.5,1,96.8,Critical,Wed May 13 12:51:38 EET 2026
4701,20190211,15,20,6.1,2,80.6,Congested,Wed May 13 12:51:38 EET 2026
4702,20190218,15,20,7.6,3,94.9,Congested,Wed May 13 12:51:38 EET 2026
4703,20190225,15,20,5.1,4,71.7,Busy,Wed May 13 12:51:38 EET 2026
4704,20190304,15,20,6.6,0,82.3,Congested,Wed May 13 12:51:38 EET 2026
4705,20190311,15,20,5.4,2,72.9,Busy,Wed May 13 12:51:38 EET 2026
4706,20190318,15,20,5.0,3,67.0,Busy,Wed May 13 12:51:38 EET 2026
4707,20190325,15,20,6.7,3,92.1,Congested,Wed May 13 12:51:38 EET 2026
4708,20190401,15,20,7.3,0,97.0,Critical,Wed May 13 12:51:38 EET 2026
4709,20190408,15,20,5.3,4,72.1,Busy,Wed May 13 12:51:38 EET 2026
4710,20190415,15,20,6.7,4,83.9,Congested,Wed May 13 12:51:38 EET 2026
4711,20190422,15,20,4.7,1,60.7,Busy,Wed May 13 12:51:38 EET 2026
4712,20190429,15,20,6.2,1,82.2,Congested,Wed May 13 12:51:38 EET 2026
4713,20190506,15,20,5.2,0,70.3,Busy,Wed May 13 12:51:38 EET 2026
4714,20190513,15,20,6.5,2,85.5,Congested,Wed May 13 12:51:38 EET 2026
4715,20190520,15,20,5.2,2,68.3,Busy,Wed May 13 12:51:38 EET 2026
4716,20190527,15,20,5.1,2,70.4,Busy,Wed May 13 12:51:38 EET 2026
4717,20190603,15,20,6.1,3,78.7,Busy,Wed May 13 12:51:38 EET 2026
4718,20190610,15,20,4.9,1,69.5,Busy,Wed May 13 12:51:38 EET 2026
4719,20190617,15,20,6.8,5,81.2,Congested,Wed May 13 12:51:38 EET 2026
4720,20190624,15,20,5.7,6,73.2,Busy,Wed May 13 12:51:38 EET 2026
4721,20190701,15,20,6.4,3,82.5,Congested,Wed May 13 12:51:38 EET 2026
4722,20190708,15,20,4.0,3,49.5,Normal,Wed May 13 12:51:38 EET 2026
4723,20190715,15,20,6.4,3,86.4,Congested,Wed May 13 12:51:38 EET 2026
4724,20190722,15,20,5.2,1,66.7,Busy,Wed May 13 12:51:38 EET 2026
4725,20190729,15,20,4.4,2,60.6,Busy,Wed May 13 12:51:38 EET 2026
4726,20190805,15,20,6.7,5,75.8,Busy,Wed May 13 12:51:38 EET 2026
4727,20190812,15,20,6.3,5,77.3,Busy,Wed May 13 12:51:38 EET 2026
4728,20190819,15,20,7.8,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4729,20190826,15,20,6.7,5,88.5,Congested,Wed May 13 12:51:38 EET 2026
4730,20190902,15,20,6.7,4,79.5,Busy,Wed May 13 12:51:38 EET 2026
4731,20190909,15,20,4.1,3,51.2,Normal,Wed May 13 12:51:38 EET 2026
4732,20190916,15,20,6.5,3,86.0,Congested,Wed May 13 12:51:38 EET 2026
4733,20190923,15,20,6.7,6,81.5,Congested,Wed May 13 12:51:38 EET 2026
4734,20190930,15,20,5.6,2,71.8,Busy,Wed May 13 12:51:38 EET 2026
4735,20191007,15,20,6.8,1,90.7,Congested,Wed May 13 12:51:38 EET 2026
4736,20191014,15,20,6.3,3,85.6,Congested,Wed May 13 12:51:38 EET 2026
4737,20191021,15,20,5.7,3,76.5,Busy,Wed May 13 12:51:38 EET 2026
4738,20191028,15,20,4.6,2,56.1,Normal,Wed May 13 12:51:38 EET 2026
4739,20191104,15,20,6.7,2,84.1,Congested,Wed May 13 12:51:38 EET 2026
4740,20191111,15,20,5.9,5,83.5,Congested,Wed May 13 12:51:38 EET 2026
4741,20191118,15,20,6.2,5,81.7,Congested,Wed May 13 12:51:38 EET 2026
4742,20191125,15,20,5.4,1,70.5,Busy,Wed May 13 12:51:38 EET 2026
4743,20191202,15,20,4.9,1,63.9,Busy,Wed May 13 12:51:38 EET 2026
4744,20191209,15,20,6.0,3,72.7,Busy,Wed May 13 12:51:38 EET 2026
4745,20191216,15,20,5.9,3,78.2,Busy,Wed May 13 12:51:38 EET 2026
4746,20191223,15,20,5.8,5,77.5,Busy,Wed May 13 12:51:38 EET 2026
4747,20191230,15,20,5.1,1,66.9,Busy,Wed May 13 12:51:38 EET 2026
4748,20200106,15,25,6.5,3,83.4,Congested,Wed May 13 12:51:38 EET 2026
4749,20200113,15,25,8.2,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4750,20200120,15,25,5.7,4,71.7,Busy,Wed May 13 12:51:38 EET 2026
4751,20200127,15,25,6.0,4,74.9,Busy,Wed May 13 12:51:38 EET 2026
4752,20200203,15,25,6.1,3,78.4,Busy,Wed May 13 12:51:38 EET 2026
4753,20200210,15,25,6.6,0,83.8,Congested,Wed May 13 12:51:38 EET 2026
4754,20200217,15,25,5.6,3,70.7,Busy,Wed May 13 12:51:38 EET 2026
4755,20200224,15,25,5.8,1,77.3,Busy,Wed May 13 12:51:38 EET 2026
4756,20200302,15,25,4.3,1,57.7,Normal,Wed May 13 12:51:38 EET 2026
4757,20200309,15,25,6.7,5,87.1,Congested,Wed May 13 12:51:38 EET 2026
4758,20200316,15,25,4.2,2,63.2,Busy,Wed May 13 12:51:38 EET 2026
4759,20200323,15,25,5.8,1,79.1,Busy,Wed May 13 12:51:38 EET 2026
4760,20200330,15,25,6.4,3,84.2,Congested,Wed May 13 12:51:38 EET 2026
4761,20200406,15,25,18.4,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4762,20200413,15,25,12.0,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4763,20200420,15,25,12.5,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4764,20200427,15,25,22.1,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
4765,20200504,15,25,16.9,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4766,20200511,15,25,19.5,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
4767,20200518,15,25,22.4,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
4768,20200525,15,25,13.4,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4769,20200601,15,25,12.3,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4770,20200608,15,25,15.2,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
4771,20200615,15,25,14.1,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4772,20200622,15,25,20.5,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4773,20200629,15,25,12.4,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4774,20200706,15,25,22.1,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
4775,20200713,15,25,15.9,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
4776,20200720,15,25,12.0,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4777,20200727,15,25,8.8,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4778,20200803,15,25,8.3,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4779,20200810,15,25,13.2,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4780,20200817,15,25,11.6,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4781,20200824,15,25,11.8,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4782,20200831,15,25,9.4,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4783,20200907,15,25,22.8,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4784,20200914,15,25,14.6,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4785,20200921,15,25,13.9,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4786,20200928,15,25,14.7,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4787,20201005,15,25,12.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4788,20201012,15,25,12.5,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4789,20201019,15,25,17.6,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4790,20201026,15,25,20.1,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
4791,20201102,15,25,12.7,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4792,20201109,15,25,14.8,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4793,20201116,15,25,10.8,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4794,20201123,15,25,14.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4795,20201130,15,25,10.1,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4796,20201207,15,25,7.3,4,86.1,Congested,Wed May 13 12:51:38 EET 2026
4797,20201214,15,25,18.5,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
4798,20201221,15,25,11.4,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4799,20201228,15,25,11.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4800,20210104,15,,20.6,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4801,20210111,15,,34.8,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
4802,20210118,15,,31.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4803,20210125,15,,35.3,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
4804,20210201,15,,14.9,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
4805,20210208,15,,29.0,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
4806,20210215,15,,86.4,40,99.0,Critical,Wed May 13 12:51:38 EET 2026
4807,20210222,15,,11.1,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4808,20210301,15,27,41.4,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4809,20210308,15,27,26.1,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4810,20210315,15,27,49.2,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
4811,20210322,15,27,47.0,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
4812,20210329,15,27,41.7,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
4813,20210405,15,,32.3,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
4814,20210412,15,,19.7,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
4815,20210419,15,,38.0,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
4816,20210426,15,,28.5,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
4817,20210503,15,,17.5,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4818,20210510,15,,33.9,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
4819,20210517,15,,24.3,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4820,20210524,15,,10.2,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4821,20210531,15,,19.7,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
4822,20210607,15,,32.8,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
4823,20210614,15,,13.7,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4824,20210621,15,,39.8,22,99.0,Critical,Wed May 13 12:51:38 EET 2026
4825,20210628,15,,46.4,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4826,20210705,15,,45.7,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
4827,20210712,15,,80.9,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
4828,20210719,15,,39.5,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4829,20210726,15,,29.4,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4830,20210802,15,,20.4,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
4831,20210809,15,,38.5,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4832,20210816,15,,20.2,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
4833,20210823,15,,30.1,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
4834,20210830,15,,49.5,36,99.0,Critical,Wed May 13 12:51:38 EET 2026
4835,20210906,15,,21.3,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
4836,20210913,15,,14.1,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4837,20210920,15,,59.4,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
4838,20210927,15,,41.1,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
4839,20211004,15,,22.9,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4840,20211011,15,,46.1,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
4841,20211018,15,,27.6,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4842,20211025,15,,38.4,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
4843,20211101,15,,19.8,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
4844,20211108,15,,45.5,30,99.0,Critical,Wed May 13 12:51:38 EET 2026
4845,20211115,15,,33.1,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
4846,20211122,15,,61.9,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
4847,20211129,15,,27.1,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
4848,20211206,15,,26.3,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4849,20211213,15,,21.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4850,20211220,15,,22.7,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4851,20211227,15,,24.2,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
4852,20220103,15,,12.6,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4853,20220110,15,,21.7,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4854,20220117,15,,22.7,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4855,20220124,15,,20.0,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
4856,20220131,15,,15.6,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
4857,20220207,15,,16.6,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4858,20220214,15,,25.4,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4859,20220221,15,,15.6,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
4860,20220228,15,,19.2,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
4861,20220307,15,,14.2,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4862,20220314,15,,16.9,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4863,20220321,15,,25.0,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
4864,20220328,15,,20.8,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
4865,20220404,15,,15.1,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4866,20220411,15,,21.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4867,20220418,15,,17.9,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4868,20220425,15,,17.0,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
4869,20220502,15,,29.3,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
4870,20220509,15,,17.5,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4871,20220516,15,,23.4,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
4872,20220523,15,,19.2,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4873,20220530,15,,13.8,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4874,20220606,15,,21.9,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
4875,20220613,15,,29.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4876,20220620,15,,18.7,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4877,20220627,15,,27.6,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
4878,20220704,15,,8.8,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4879,20220711,15,,8.6,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4880,20220718,15,,7.3,2,97.1,Critical,Wed May 13 12:51:38 EET 2026
4881,20220725,15,,7.0,2,90.0,Congested,Wed May 13 12:51:38 EET 2026
4882,20220801,15,,10.0,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4883,20220808,15,,7.9,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
4884,20220815,15,,12.1,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
4885,20220822,15,,6.0,3,77.0,Busy,Wed May 13 12:51:38 EET 2026
4886,20220829,15,,4.3,2,52.1,Normal,Wed May 13 12:51:38 EET 2026
4887,20220905,15,,10.0,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4888,20220912,15,,10.1,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4889,20220919,15,,5.6,0,66.6,Busy,Wed May 13 12:51:38 EET 2026
4890,20220926,15,,6.3,0,84.0,Congested,Wed May 13 12:51:38 EET 2026
4891,20221003,15,,10.5,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4892,20221010,15,,9.2,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4893,20221017,15,,6.9,4,96.0,Critical,Wed May 13 12:51:38 EET 2026
4894,20221024,15,,9.6,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4895,20221031,15,,6.6,1,87.7,Congested,Wed May 13 12:51:38 EET 2026
4896,20221107,15,,9.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4897,20221114,15,,8.0,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4898,20221121,15,,7.9,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4899,20221128,15,,5.8,3,74.8,Busy,Wed May 13 12:51:38 EET 2026
4900,20221205,15,,5.7,0,77.7,Busy,Wed May 13 12:51:38 EET 2026
4901,20221212,15,,7.9,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4902,20221219,15,,8.6,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
4903,20221226,15,,6.9,1,88.7,Congested,Wed May 13 12:51:38 EET 2026
4904,20230102,15,,8.6,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4905,20230109,15,,8.2,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4906,20230116,15,,5.2,3,63.5,Busy,Wed May 13 12:51:38 EET 2026
4907,20230123,15,,4.4,4,50.6,Normal,Wed May 13 12:51:38 EET 2026
4908,20230130,15,,8.7,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4909,20230206,15,,6.6,2,85.1,Congested,Wed May 13 12:51:38 EET 2026
4910,20230213,15,,5.0,2,64.5,Busy,Wed May 13 12:51:38 EET 2026
4911,20230220,15,,5.9,1,81.2,Congested,Wed May 13 12:51:38 EET 2026
4912,20230227,15,,9.3,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4913,20230306,15,,8.3,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4914,20230313,15,,7.9,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4915,20230320,15,,9.1,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4916,20230327,15,,6.3,6,76.1,Busy,Wed May 13 12:51:38 EET 2026
4917,20230403,15,,12.9,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4918,20230410,15,,8.1,3,96.6,Critical,Wed May 13 12:51:38 EET 2026
4919,20230417,15,,8.6,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4920,20230424,15,,9.5,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4921,20230501,15,,7.9,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4922,20230508,15,,9.5,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4923,20230515,15,,7.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4924,20230522,15,,8.3,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4925,20230529,15,,14.0,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4926,20230605,15,,10.8,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4927,20230612,15,,7.1,4,95.9,Critical,Wed May 13 12:51:38 EET 2026
4928,20230619,15,,5.5,0,73.3,Busy,Wed May 13 12:51:38 EET 2026
4929,20230626,15,,10.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4930,20230703,15,,9.1,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4931,20230710,15,,9.2,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4932,20230717,15,,9.1,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4933,20230724,15,,8.0,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4934,20230731,15,,7.5,5,97.0,Critical,Wed May 13 12:51:38 EET 2026
4935,20230807,15,,13.0,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4936,20230814,15,,7.7,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4937,20230821,15,,7.0,2,89.3,Congested,Wed May 13 12:51:38 EET 2026
4938,20230828,15,,7.5,0,97.8,Critical,Wed May 13 12:51:38 EET 2026
4939,20230904,15,,5.1,2,64.5,Busy,Wed May 13 12:51:38 EET 2026
4940,20230911,15,,7.1,4,97.5,Critical,Wed May 13 12:51:38 EET 2026
4941,20230918,15,,8.0,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4942,20230925,15,,7.3,4,94.9,Congested,Wed May 13 12:51:38 EET 2026
4943,20231002,15,,7.4,1,96.8,Critical,Wed May 13 12:51:38 EET 2026
4944,20231009,15,,9.1,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4945,20231016,15,,9.5,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4946,20231023,15,,13.2,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4947,20231030,15,,8.5,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4948,20231106,15,,8.2,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
4949,20231113,15,,8.6,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
4950,20231120,15,,6.6,3,81.5,Congested,Wed May 13 12:51:38 EET 2026
4951,20231127,15,,10.1,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4952,20231204,15,,9.7,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4953,20231211,15,,7.7,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4954,20231218,15,,8.2,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4955,20231225,15,,7.2,3,85.1,Congested,Wed May 13 12:51:38 EET 2026
4956,20240101,15,,6.2,1,89.7,Congested,Wed May 13 12:51:38 EET 2026
4957,20240108,15,,11.0,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
4958,20240115,15,,12.1,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4959,20240122,15,,7.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4960,20240129,15,,12.5,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
4961,20240205,15,,11.1,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4962,20240212,15,,5.3,4,64.5,Busy,Wed May 13 12:51:38 EET 2026
4963,20240219,15,,6.2,1,80.1,Congested,Wed May 13 12:51:38 EET 2026
4964,20240226,15,,6.0,2,72.7,Busy,Wed May 13 12:51:38 EET 2026
4965,20240304,15,,7.8,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
4966,20240311,15,,6.2,3,82.4,Congested,Wed May 13 12:51:38 EET 2026
4967,20240318,15,,8.1,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4968,20240325,15,,10.8,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4969,20240401,15,,7.8,4,91.5,Congested,Wed May 13 12:51:38 EET 2026
4970,20240408,15,,9.0,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
4971,20240415,15,,9.5,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4972,20240422,15,,7.2,5,91.8,Congested,Wed May 13 12:51:38 EET 2026
4973,20240429,15,,11.3,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
4974,20240506,15,,8.4,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
4975,20240513,15,,11.2,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
4976,20240520,15,,9.4,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
