trade_fact_sk,date_key,exporter_geo_sk,importer_geo_sk,era_sk,trade_category_sk,trade_value_bn_usd,yoy_growth_pct,effective_tariff_rate_pct,trade_active,supply_chain_integrated,concentration_risk
7783,20070101,35,8,1,41,20.64,-2.6,2.5,1,0,0.246
7784,20080101,35,8,2,41,22.15,7.32,2.5,1,0,0.519
7785,20090101,35,8,2,41,18.47,-16.61,2.5,1,0,0.344
7786,20100101,35,8,3,41,20.69,12.02,2.5,1,0,0.301
7787,20110101,35,8,3,41,22.4,8.26,2.5,1,0,0.16
7788,20120101,35,8,3,41,21.77,-2.81,2.5,1,0,0.385
7789,20130101,35,8,3,41,22.28,2.34,2.5,1,0,0.391
7790,20140101,35,8,3,41,21.31,-4.35,2.5,1,0,0.385
7791,20150101,35,8,3,41,21.64,1.55,2.5,1,0,0.436
7792,20160101,35,8,3,41,20.21,-6.61,2.5,1,0,0.315
7793,20170101,35,8,3,41,22.25,10.09,2.5,1,0,0.512
7794,20180101,35,8,3,41,22.24,-0.04,2.5,1,0,0.373
7795,20190101,35,8,3,41,22.5,1.17,2.5,1,0,0.5
7796,20200101,35,8,4,41,20.08,-10.76,2.5,1,0,0.182
7797,20210101,35,8,4,41,22.46,11.85,2.5,1,0,0.43
7798,20220101,35,8,4,41,24.15,7.52,2.5,1,0,0.319
7799,20230101,35,8,5,41,23.38,-3.19,2.5,1,0,0.372
7800,20240101,35,8,5,41,24.14,3.25,2.5,1,0,0.408
7801,20000101,36,4,1,4,368.16,0.0,2.5,1,1,0.466
7802,20000101,36,4,1,22,368.16,0.0,2.5,1,1,0.466
7803,20000101,36,4,1,42,368.16,0.0,2.5,1,1,0.466
7804,20000101,36,4,1,45,368.16,0.0,2.5,1,1,0.466
7805,20010101,36,4,1,4,362.5,-1.54,2.5,1,1,0.1
7806,20010101,36,4,1,22,362.5,-1.54,2.5,1,1,0.1
7807,20010101,36,4,1,42,362.5,-1.54,2.5,1,1,0.1
7808,20010101,36,4,1,45,362.5,-1.54,2.5,1,1,0.1
7809,20020101,36,4,1,4,394.19,8.74,2.5,1,1,0.43
7810,20020101,36,4,1,22,394.19,8.74,2.5,1,1,0.43
7811,20020101,36,4,1,42,394.19,8.74,2.5,1,1,0.43
7812,20020101,36,4,1,45,394.19,8.74,2.5,1,1,0.43
7813,20030101,36,4,1,4,413.63,4.93,2.5,1,1,0.407
7814,20030101,36,4,1,22,413.63,4.93,2.5,1,1,0.407
7815,20030101,36,4,1,42,413.63,4.93,2.5,1,1,0.407
7816,20030101,36,4,1,45,413.63,4.93,2.5,1,1,0.407
7817,20040101,36,4,1,4,422.35,2.11,2.5,1,1,0.301
7818,20040101,36,4,1,22,422.35,2.11,2.5,1,1,0.301
7819,20040101,36,4,1,42,422.35,2.11,2.5,1,1,0.301
7820,20040101,36,4,1,45,422.35,2.11,2.5,1,1,0.301
7821,20050101,36,4,1,4,427.36,1.19,2.5,1,1,0.266
7822,20050101,36,4,1,22,427.36,1.19,2.5,1,1,0.266
7823,20050101,36,4,1,42,427.36,1.19,2.5,1,1,0.266
7824,20050101,36,4,1,45,427.36,1.19,2.5,1,1,0.266
7825,20060101,36,4,1,4,475.1,11.17,2.5,1,1,0.391
7826,20060101,36,4,1,22,475.1,11.17,2.5,1,1,0.391
7827,20060101,36,4,1,42,475.1,11.17,2.5,1,1,0.391
7828,20060101,36,4,1,45,475.1,11.17,2.5,1,1,0.391
7829,20070101,36,4,1,4,508.29,6.99,2.5,1,1,0.181
7830,20070101,36,4,1,22,508.29,6.99,2.5,1,1,0.181
7831,20070101,36,4,1,42,508.29,6.99,2.5,1,1,0.181
7832,20070101,36,4,1,45,508.29,6.99,2.5,1,1,0.181
7833,20080101,36,4,2,4,483.9,-4.8,2.5,1,1,0.304
7834,20080101,36,4,2,22,483.9,-4.8,2.5,1,1,0.304
7835,20080101,36,4,2,42,483.9,-4.8,2.5,1,1,0.304
7836,20080101,36,4,2,45,483.9,-4.8,2.5,1,1,0.304
7837,20090101,36,4,2,4,436.86,-9.72,2.5,1,1,0.372
7838,20090101,36,4,2,22,436.86,-9.72,2.5,1,1,0.372
7839,20090101,36,4,2,42,436.86,-9.72,2.5,1,1,0.372
7840,20090101,36,4,2,45,436.86,-9.72,2.5,1,1,0.372
7841,20100101,36,4,3,4,490.71,12.33,2.5,1,1,0.492
7842,20100101,36,4,3,22,490.71,12.33,2.5,1,1,0.492
7843,20100101,36,4,3,42,490.71,12.33,2.5,1,1,0.492
7844,20100101,36,4,3,45,490.71,12.33,2.5,1,1,0.492
7845,20110101,36,4,3,4,500.38,1.97,2.5,1,1,0.541
7846,20110101,36,4,3,22,500.38,1.97,2.5,1,1,0.541
7847,20110101,36,4,3,42,500.38,1.97,2.5,1,1,0.541
7848,20110101,36,4,3,45,500.38,1.97,2.5,1,1,0.541
7849,20120101,36,4,3,4,528.07,5.53,2.5,1,1,0.223
7850,20120101,36,4,3,22,528.07,5.53,2.5,1,1,0.223
7851,20120101,36,4,3,42,528.07,5.53,2.5,1,1,0.223
7852,20120101,36,4,3,45,528.07,5.53,2.5,1,1,0.223
7853,20130101,36,4,3,4,562.3,6.48,2.5,1,1,0.382
7854,20130101,36,4,3,22,562.3,6.48,2.5,1,1,0.382
7855,20130101,36,4,3,42,562.3,6.48,2.5,1,1,0.382
7856,20130101,36,4,3,45,562.3,6.48,2.5,1,1,0.382
7857,20140101,36,4,3,4,520.56,-7.42,2.5,1,1,0.342
7858,20140101,36,4,3,22,520.56,-7.42,2.5,1,1,0.342
7859,20140101,36,4,3,42,520.56,-7.42,2.5,1,1,0.342
7860,20140101,36,4,3,45,520.56,-7.42,2.5,1,1,0.342
7861,20150101,36,4,3,4,526.85,1.21,2.5,1,1,0.413
7862,20150101,36,4,3,22,526.85,1.21,2.5,1,1,0.413
7863,20150101,36,4,3,42,526.85,1.21,2.5,1,1,0.413
7864,20150101,36,4,3,45,526.85,1.21,2.5,1,1,0.413
7865,20160101,36,4,3,4,499.52,-5.19,2.5,1,1,0.324
7866,20160101,36,4,3,22,499.52,-5.19,2.5,1,1,0.324
7867,20160101,36,4,3,42,499.52,-5.19,2.5,1,1,0.324
7868,20160101,36,4,3,45,499.52,-5.19,2.5,1,1,0.324
7869,20170101,36,4,3,4,519.51,4.0,2.5,1,1,0.42
7870,20170101,36,4,3,22,519.51,4.0,2.5,1,1,0.42
7871,20170101,36,4,3,42,519.51,4.0,2.5,1,1,0.42
7872,20170101,36,4,3,45,519.51,4.0,2.5,1,1,0.42
7873,20180101,36,4,3,4,529.66,1.95,2.5,1,1,0.37
7874,20180101,36,4,3,22,529.66,1.95,2.5,1,1,0.37
7875,20180101,36,4,3,42,529.66,1.95,2.5,1,1,0.37
7876,20180101,36,4,3,45,529.66,1.95,2.5,1,1,0.37
7877,20190101,36,4,3,4,505.85,-4.5,2.5,1,1,0.278
7878,20190101,36,4,3,22,505.85,-4.5,2.5,1,1,0.278
7879,20190101,36,4,3,42,505.85,-4.5,2.5,1,1,0.278
7880,20190101,36,4,3,45,505.85,-4.5,2.5,1,1,0.278
7881,20200101,36,4,4,4,453.6,-10.33,2.5,1,1,0.421
7882,20200101,36,4,4,22,453.6,-10.33,2.5,1,1,0.421
7883,20200101,36,4,4,42,453.6,-10.33,2.5,1,1,0.421
7884,20200101,36,4,4,45,453.6,-10.33,2.5,1,1,0.421
7885,20210101,36,4,4,4,544.89,20.13,2.5,1,1,0.327
7886,20210101,36,4,4,22,544.89,20.13,2.5,1,1,0.327
7887,20210101,36,4,4,42,544.89,20.13,2.5,1,1,0.327
7888,20210101,36,4,4,45,544.89,20.13,2.5,1,1,0.327
7889,20220101,36,4,4,4,563.81,3.47,2.5,1,1,0.35
7890,20220101,36,4,4,22,563.81,3.47,2.5,1,1,0.35
7891,20220101,36,4,4,42,563.81,3.47,2.5,1,1,0.35
7892,20220101,36,4,4,45,563.81,3.47,2.5,1,1,0.35
7893,20230101,36,4,5,4,558.35,-0.97,2.5,1,1,0.241
7894,20230101,36,4,5,22,558.35,-0.97,2.5,1,1,0.241
7895,20230101,36,4,5,42,558.35,-0.97,2.5,1,1,0.241
7896,20230101,36,4,5,45,558.35,-0.97,2.5,1,1,0.241
7897,20240101,36,4,5,4,564.52,1.11,2.5,1,1,0.312
7898,20240101,36,4,5,22,564.52,1.11,2.5,1,1,0.312
7899,20240101,36,4,5,42,564.52,1.11,2.5,1,1,0.312
7900,20240101,36,4,5,45,564.52,1.11,2.5,1,1,0.312
7901,20000101,36,6,1,43,101.87,0.0,2.5,1,0,0.38
7902,20010101,36,6,1,43,98.45,-3.36,2.5,1,0,0.405
7903,20020101,36,6,1,43,111.51,13.27,2.5,1,0,0.278
7904,20030101,36,6,1,43,112.72,1.09,2.5,1,0,0.401
7905,20040101,36,6,1,43,129.63,15.0,2.5,1,0,0.398
7906,20050101,36,6,1,43,131.68,1.58,2.5,1,0,0.25
7907,20060101,36,6,1,43,131.81,0.1,2.5,1,0,0.423
7908,20070101,36,6,1,43,133.27,1.11,2.5,1,0,0.375
7909,20080101,36,6,2,43,150.69,13.07,2.5,1,0,0.345
7910,20090101,36,6,2,43,131.69,-12.61,2.5,1,0,0.357
7911,20100101,36,6,3,43,144.11,9.43,2.5,1,0,0.209
7912,20110101,36,6,3,43,147.21,2.15,2.5,1,0,0.507
7913,20120101,36,6,3,43,153.93,4.56,2.5,1,0,0.309
7914,20130101,36,6,3,43,145.6,-5.41,2.5,1,0,0.297
7915,20140101,36,6,3,43,145.17,-0.3,2.5,1,0,0.385
7916,20150101,36,6,3,43,154.13,6.17,2.5,1,0,0.622
7917,20160101,36,6,3,43,142.92,-7.27,2.5,1,0,0.428
7918,20170101,36,6,3,43,150.99,5.65,2.5,1,0,0.31
7919,20180101,36,6,3,43,120.53,-20.17,12.0,1,0,0.383
7920,20190101,36,6,3,43,136.7,13.42,22.0,1,0,0.382
7921,20200101,36,6,4,43,111.96,-18.1,22.0,1,0,0.331
7922,20210101,36,6,4,43,121.96,8.93,22.0,1,0,0.352
7923,20220101,36,6,4,43,131.19,7.57,22.0,1,0,0.267
7924,20230101,36,6,5,43,112.07,-14.57,22.0,1,0,0.383
7925,20240101,36,6,5,43,125.12,11.64,22.0,1,0,0.26
7926,20000101,36,8,1,11,213.42,0.0,2.5,1,0,0.398
7927,20000101,36,8,1,44,213.42,0.0,2.5,1,0,0.398
7928,20010101,36,8,1,11,227.26,6.48,2.5,1,0,0.462
7929,20010101,36,8,1,44,227.26,6.48,2.5,1,0,0.462
7930,20020101,36,8,1,11,251.97,10.87,2.5,1,0,0.318
7931,20020101,36,8,1,44,251.97,10.87,2.5,1,0,0.318
7932,20030101,36,8,1,11,249.43,-1.01,2.5,1,0,0.365
7933,20030101,36,8,1,44,249.43,-1.01,2.5,1,0,0.365
7934,20040101,36,8,1,11,265.86,6.59,2.5,1,0,0.14
7935,20040101,36,8,1,44,265.86,6.59,2.5,1,0,0.14
7936,20050101,36,8,1,11,303.12,14.01,2.5,1,0,0.436
7937,20050101,36,8,1,44,303.12,14.01,2.5,1,0,0.436
7938,20060101,36,8,1,11,289.41,-4.52,2.5,1,0,0.12
7939,20060101,36,8,1,44,289.41,-4.52,2.5,1,0,0.12
7940,20070101,36,8,1,11,307.34,6.2,2.5,1,0,0.279
7941,20070101,36,8,1,44,307.34,6.2,2.5,1,0,0.279
7942,20080101,36,8,2,11,324.25,5.5,2.5,1,0,0.1
7943,20080101,36,8,2,44,324.25,5.5,2.5,1,0,0.1
7944,20090101,36,8,2,11,280.68,-13.44,2.5,1,0,0.301
7945,20090101,36,8,2,44,280.68,-13.44,2.5,1,0,0.301
7946,20100101,36,8,3,11,322.55,14.92,2.5,1,0,0.322
7947,20100101,36,8,3,44,322.55,14.92,2.5,1,0,0.322
7948,20110101,36,8,3,11,325.72,0.98,2.5,1,0,0.533
7949,20110101,36,8,3,44,325.72,0.98,2.5,1,0,0.533
7950,20120101,36,8,3,11,318.41,-2.24,2.5,1,0,0.241
7951,20120101,36,8,3,44,318.41,-2.24,2.5,1,0,0.241
7952,20130101,36,8,3,11,303.34,-4.73,2.5,1,0,0.289
7953,20130101,36,8,3,44,303.34,-4.73,2.5,1,0,0.289
7954,20140101,36,8,3,11,307.32,1.31,2.5,1,0,0.465
7955,20140101,36,8,3,44,307.32,1.31,2.5,1,0,0.465
7956,20150101,36,8,3,11,323.79,5.36,2.5,1,0,0.463
7957,20150101,36,8,3,44,323.79,5.36,2.5,1,0,0.463
7958,20160101,36,8,3,11,344.67,6.45,2.5,1,0,0.246
7959,20160101,36,8,3,44,344.67,6.45,2.5,1,0,0.246
7960,20170101,36,8,3,11,320.56,-7.0,2.5,1,0,0.51
7961,20170101,36,8,3,44,320.56,-7.0,2.5,1,0,0.51
7962,20180101,36,8,3,11,327.51,2.17,2.5,1,0,0.413
7963,20180101,36,8,3,44,327.51,2.17,2.5,1,0,0.413
7964,20190101,36,8,3,11,338.75,3.43,2.5,1,0,0.458
7965,20190101,36,8,3,44,338.75,3.43,2.5,1,0,0.458
7966,20200101,36,8,4,11,303.99,-10.26,2.5,1,0,0.518
7967,20200101,36,8,4,44,303.99,-10.26,2.5,1,0,0.518
7968,20210101,36,8,4,11,350.09,15.16,2.5,1,0,0.412
7969,20210101,36,8,4,44,350.09,15.16,2.5,1,0,0.412
7970,20220101,36,8,4,11,348.57,-0.43,2.5,1,0,0.472
7971,20220101,36,8,4,44,348.57,-0.43,2.5,1,0,0.472
7972,20230101,36,8,5,11,341.34,-2.07,2.5,1,0,0.148
7973,20230101,36,8,5,44,341.34,-2.07,2.5,1,0,0.148
7974,20240101,36,8,5,11,360.36,5.57,2.5,1,0,0.228
7975,20240101,36,8,5,44,360.36,5.57,2.5,1,0,0.228
7976,20000101,36,17,1,4,279.03,0.0,2.5,1,1,0.489
7977,20000101,36,17,1,22,279.03,0.0,2.5,1,1,0.489
7978,20000101,36,17,1,42,279.03,0.0,2.5,1,1,0.489
7979,20000101,36,17,1,45,279.03,0.0,2.5,1,1,0.489
7980,20010101,36,17,1,4,300.0,7.52,2.5,1,1,0.282
7981,20010101,36,17,1,22,300.0,7.52,2.5,1,1,0.282
7982,20010101,36,17,1,42,300.0,7.52,2.5,1,1,0.282
7983,20010101,36,17,1,45,300.0,7.52,2.5,1,1,0.282
7984,20020101,36,17,1,4,306.87,2.29,2.5,1,1,0.542
7985,20020101,36,17,1,22,306.87,2.29,2.5,1,1,0.542
7986,20020101,36,17,1,42,306.87,2.29,2.5,1,1,0.542
7987,20020101,36,17,1,45,306.87,2.29,2.5,1,1,0.542
7988,20030101,36,17,1,4,320.17,4.33,2.5,1,1,0.355
7989,20030101,36,17,1,22,320.17,4.33,2.5,1,1,0.355
7990,20030101,36,17,1,42,320.17,4.33,2.5,1,1,0.355
7991,20030101,36,17,1,45,320.17,4.33,2.5,1,1,0.355
7992,20040101,36,17,1,4,349.5,9.16,2.5,1,1,0.376
7993,20040101,36,17,1,22,349.5,9.16,2.5,1,1,0.376
7994,20040101,36,17,1,42,349.5,9.16,2.5,1,1,0.376
7995,20040101,36,17,1,45,349.5,9.16,2.5,1,1,0.376
7996,20050101,36,17,1,4,352.07,0.74,2.5,1,1,0.261
7997,20050101,36,17,1,22,352.07,0.74,2.5,1,1,0.261
7998,20050101,36,17,1,42,352.07,0.74,2.5,1,1,0.261
7999,20050101,36,17,1,45,352.07,0.74,2.5,1,1,0.261
8000,20060101,36,17,1,4,375.08,6.54,2.5,1,1,0.429
8001,20060101,36,17,1,22,375.08,6.54,2.5,1,1,0.429
8002,20060101,36,17,1,42,375.08,6.54,2.5,1,1,0.429
8003,20060101,36,17,1,45,375.08,6.54,2.5,1,1,0.429
8004,20070101,36,17,1,4,415.36,10.74,2.5,1,1,0.174
8005,20070101,36,17,1,22,415.36,10.74,2.5,1,1,0.174
8006,20070101,36,17,1,42,415.36,10.74,2.5,1,1,0.174
8007,20070101,36,17,1,45,415.36,10.74,2.5,1,1,0.174
8008,20080101,36,17,2,4,443.91,6.87,2.5,1,1,0.315
8009,20080101,36,17,2,22,443.91,6.87,2.5,1,1,0.315
8010,20080101,36,17,2,42,443.91,6.87,2.5,1,1,0.315
8011,20080101,36,17,2,45,443.91,6.87,2.5,1,1,0.315
8012,20090101,36,17,2,4,377.76,-14.9,2.5,1,1,0.261
8013,20090101,36,17,2,22,377.76,-14.9,2.5,1,1,0.261
8014,20090101,36,17,2,42,377.76,-14.9,2.5,1,1,0.261
8015,20090101,36,17,2,45,377.76,-14.9,2.5,1,1,0.261
8016,20100101,36,17,3,4,387.87,2.68,2.5,1,1,0.192
8017,20100101,36,17,3,22,387.87,2.68,2.5,1,1,0.192
8018,20100101,36,17,3,42,387.87,2.68,2.5,1,1,0.192
8019,20100101,36,17,3,45,387.87,2.68,2.5,1,1,0.192
8020,20110101,36,17,3,4,408.25,5.25,2.5,1,1,0.413
8021,20110101,36,17,3,22,408.25,5.25,2.5,1,1,0.413
8022,20110101,36,17,3,42,408.25,5.25,2.5,1,1,0.413
8023,20110101,36,17,3,45,408.25,5.25,2.5,1,1,0.413
8024,20120101,36,17,3,4,414.2,1.46,2.5,1,1,0.32
8025,20120101,36,17,3,22,414.2,1.46,2.5,1,1,0.32
8026,20120101,36,17,3,42,414.2,1.46,2.5,1,1,0.32
8027,20120101,36,17,3,45,414.2,1.46,2.5,1,1,0.32
8028,20130101,36,17,3,4,432.61,4.44,2.5,1,1,0.35
8029,20130101,36,17,3,22,432.61,4.44,2.5,1,1,0.35
8030,20130101,36,17,3,42,432.61,4.44,2.5,1,1,0.35
8031,20130101,36,17,3,45,432.61,4.44,2.5,1,1,0.35
8032,20140101,36,17,3,4,418.34,-3.3,2.5,1,1,0.723
8033,20140101,36,17,3,22,418.34,-3.3,2.5,1,1,0.723
8034,20140101,36,17,3,42,418.34,-3.3,2.5,1,1,0.723
8035,20140101,36,17,3,45,418.34,-3.3,2.5,1,1,0.723
8036,20150101,36,17,3,4,413.55,-1.15,2.5,1,1,0.266
8037,20150101,36,17,3,22,413.55,-1.15,2.5,1,1,0.266
8038,20150101,36,17,3,42,413.55,-1.15,2.5,1,1,0.266
8039,20150101,36,17,3,45,413.55,-1.15,2.5,1,1,0.266
8040,20160101,36,17,3,4,421.72,1.98,2.5,1,1,0.438
8041,20160101,36,17,3,22,421.72,1.98,2.5,1,1,0.438
8042,20160101,36,17,3,42,421.72,1.98,2.5,1,1,0.438
8043,20160101,36,17,3,45,421.72,1.98,2.5,1,1,0.438
8044,20170101,36,17,3,4,418.7,-0.72,2.5,1,1,0.369
8045,20170101,36,17,3,22,418.7,-0.72,2.5,1,1,0.369
8046,20170101,36,17,3,42,418.7,-0.72,2.5,1,1,0.369
8047,20170101,36,17,3,45,418.7,-0.72,2.5,1,1,0.369
8048,20180101,36,17,3,4,438.96,4.84,2.5,1,1,0.513
8049,20180101,36,17,3,22,438.96,4.84,2.5,1,1,0.513
8050,20180101,36,17,3,42,438.96,4.84,2.5,1,1,0.513
8051,20180101,36,17,3,45,438.96,4.84,2.5,1,1,0.513
8052,20190101,36,17,3,4,411.75,-6.2,2.5,1,1,0.273
8053,20190101,36,17,3,22,411.75,-6.2,2.5,1,1,0.273
8054,20190101,36,17,3,42,411.75,-6.2,2.5,1,1,0.273
8055,20190101,36,17,3,45,411.75,-6.2,2.5,1,1,0.273
8056,20200101,36,17,4,4,387.18,-5.97,2.5,1,1,0.272
8057,20200101,36,17,4,22,387.18,-5.97,2.5,1,1,0.272
8058,20200101,36,17,4,42,387.18,-5.97,2.5,1,1,0.272
8059,20200101,36,17,4,45,387.18,-5.97,2.5,1,1,0.272
8060,20210101,36,17,4,4,462.88,19.55,2.5,1,1,0.401
8061,20210101,36,17,4,22,462.88,19.55,2.5,1,1,0.401
8062,20210101,36,17,4,42,462.88,19.55,2.5,1,1,0.401
8063,20210101,36,17,4,45,462.88,19.55,2.5,1,1,0.401
8064,20220101,36,17,4,4,497.14,7.4,2.5,1,1,0.527
8065,20220101,36,17,4,22,497.14,7.4,2.5,1,1,0.527
8066,20220101,36,17,4,42,497.14,7.4,2.5,1,1,0.527
8067,20220101,36,17,4,45,497.14,7.4,2.5,1,1,0.527
8068,20230101,36,17,5,4,427.91,-13.93,2.5,1,1,0.288
8069,20230101,36,17,5,22,427.91,-13.93,2.5,1,1,0.288
8070,20230101,36,17,5,42,427.91,-13.93,2.5,1,1,0.288
8071,20230101,36,17,5,45,427.91,-13.93,2.5,1,1,0.288
8072,20240101,36,17,5,4,413.85,-3.29,2.5,1,1,0.1
8073,20240101,36,17,5,22,413.85,-3.29,2.5,1,1,0.1
8074,20240101,36,17,5,42,413.85,-3.29,2.5,1,1,0.1
8075,20240101,36,17,5,45,413.85,-3.29,2.5,1,1,0.1
8076,20000101,37,6,1,6,55.72,0.0,2.5,1,1,0.451
8077,20000101,37,6,1,7,55.72,0.0,2.5,1,1,0.451
8078,20000101,37,6,1,8,55.72,0.0,2.5,1,1,0.451
8079,20000101,37,6,1,9,55.72,0.0,2.5,1,1,0.451
8080,20000101,37,6,1,14,55.72,0.0,2.5,1,1,0.451
8081,20000101,37,6,1,20,55.72,0.0,2.5,1,1,0.451
8082,20000101,37,6,1,21,55.72,0.0,2.5,1,1,0.451
8083,20000101,37,6,1,23,55.72,0.0,2.5,1,1,0.451
8084,20000101,37,6,1,24,55.72,0.0,2.5,1,1,0.451
8085,20000101,37,6,1,30,55.72,0.0,2.5,1,1,0.451
8086,20000101,37,6,1,34,55.72,0.0,2.5,1,1,0.451
8087,20000101,37,6,1,35,55.72,0.0,2.5,1,1,0.451
8088,20000101,37,6,1,39,55.72,0.0,2.5,1,1,0.451
8089,20000101,37,6,1,46,55.72,0.0,2.5,1,1,0.451
8090,20000101,37,6,1,47,55.72,0.0,2.5,1,1,0.451
8091,20010101,37,6,1,6,59.29,6.41,2.5,1,1,0.354
8092,20010101,37,6,1,7,59.29,6.41,2.5,1,1,0.354
8093,20010101,37,6,1,8,59.29,6.41,2.5,1,1,0.354
8094,20010101,37,6,1,9,59.29,6.41,2.5,1,1,0.354
8095,20010101,37,6,1,14,59.29,6.41,2.5,1,1,0.354
8096,20010101,37,6,1,20,59.29,6.41,2.5,1,1,0.354
8097,20010101,37,6,1,21,59.29,6.41,2.5,1,1,0.354
8098,20010101,37,6,1,23,59.29,6.41,2.5,1,1,0.354
8099,20010101,37,6,1,24,59.29,6.41,2.5,1,1,0.354
8100,20010101,37,6,1,30,59.29,6.41,2.5,1,1,0.354
8101,20010101,37,6,1,34,59.29,6.41,2.5,1,1,0.354
8102,20010101,37,6,1,35,59.29,6.41,2.5,1,1,0.354
8103,20010101,37,6,1,39,59.29,6.41,2.5,1,1,0.354
8104,20010101,37,6,1,46,59.29,6.41,2.5,1,1,0.354
8105,20010101,37,6,1,47,59.29,6.41,2.5,1,1,0.354
8106,20020101,37,6,1,6,62.97,6.21,2.5,1,1,0.214
8107,20020101,37,6,1,7,62.97,6.21,2.5,1,1,0.214
8108,20020101,37,6,1,8,62.97,6.21,2.5,1,1,0.214
8109,20020101,37,6,1,9,62.97,6.21,2.5,1,1,0.214
8110,20020101,37,6,1,14,62.97,6.21,2.5,1,1,0.214
8111,20020101,37,6,1,20,62.97,6.21,2.5,1,1,0.214
8112,20020101,37,6,1,21,62.97,6.21,2.5,1,1,0.214
8113,20020101,37,6,1,23,62.97,6.21,2.5,1,1,0.214
8114,20020101,37,6,1,24,62.97,6.21,2.5,1,1,0.214
8115,20020101,37,6,1,30,62.97,6.21,2.5,1,1,0.214
8116,20020101,37,6,1,34,62.97,6.21,2.5,1,1,0.214
8117,20020101,37,6,1,35,62.97,6.21,2.5,1,1,0.214
8118,20020101,37,6,1,39,62.97,6.21,2.5,1,1,0.214
8119,20020101,37,6,1,46,62.97,6.21,2.5,1,1,0.214
8120,20020101,37,6,1,47,62.97,6.21,2.5,1,1,0.214
8121,20030101,37,6,1,6,68.47,8.73,2.5,1,1,0.257
8122,20030101,37,6,1,7,68.47,8.73,2.5,1,1,0.257
8123,20030101,37,6,1,8,68.47,8.73,2.5,1,1,0.257
8124,20030101,37,6,1,9,68.47,8.73,2.5,1,1,0.257
8125,20030101,37,6,1,14,68.47,8.73,2.5,1,1,0.257
8126,20030101,37,6,1,20,68.47,8.73,2.5,1,1,0.257
8127,20030101,37,6,1,21,68.47,8.73,2.5,1,1,0.257
8128,20030101,37,6,1,23,68.47,8.73,2.5,1,1,0.257
8129,20030101,37,6,1,24,68.47,8.73,2.5,1,1,0.257
8130,20030101,37,6,1,30,68.47,8.73,2.5,1,1,0.257
8131,20030101,37,6,1,34,68.47,8.73,2.5,1,1,0.257
8132,20030101,37,6,1,35,68.47,8.73,2.5,1,1,0.257
8133,20030101,37,6,1,39,68.47,8.73,2.5,1,1,0.257
8134,20030101,37,6,1,46,68.47,8.73,2.5,1,1,0.257
8135,20030101,37,6,1,47,68.47,8.73,2.5,1,1,0.257
8136,20040101,37,6,1,6,65.11,-4.91,2.5,1,1,0.281
8137,20040101,37,6,1,7,65.11,-4.91,2.5,1,1,0.281
8138,20040101,37,6,1,8,65.11,-4.91,2.5,1,1,0.281
8139,20040101,37,6,1,9,65.11,-4.91,2.5,1,1,0.281
8140,20040101,37,6,1,14,65.11,-4.91,2.5,1,1,0.281
8141,20040101,37,6,1,20,65.11,-4.91,2.5,1,1,0.281
8142,20040101,37,6,1,21,65.11,-4.91,2.5,1,1,0.281
8143,20040101,37,6,1,23,65.11,-4.91,2.5,1,1,0.281
8144,20040101,37,6,1,24,65.11,-4.91,2.5,1,1,0.281
8145,20040101,37,6,1,30,65.11,-4.91,2.5,1,1,0.281
8146,20040101,37,6,1,34,65.11,-4.91,2.5,1,1,0.281
8147,20040101,37,6,1,35,65.11,-4.91,2.5,1,1,0.281
8148,20040101,37,6,1,39,65.11,-4.91,2.5,1,1,0.281
8149,20040101,37,6,1,46,65.11,-4.91,2.5,1,1,0.281
8150,20040101,37,6,1,47,65.11,-4.91,2.5,1,1,0.281
8151,20050101,37,6,1,6,68.4,5.05,2.5,1,1,0.327
8152,20050101,37,6,1,7,68.4,5.05,2.5,1,1,0.327
8153,20050101,37,6,1,8,68.4,5.05,2.5,1,1,0.327
8154,20050101,37,6,1,9,68.4,5.05,2.5,1,1,0.327
8155,20050101,37,6,1,14,68.4,5.05,2.5,1,1,0.327
8156,20050101,37,6,1,20,68.4,5.05,2.5,1,1,0.327
8157,20050101,37,6,1,21,68.4,5.05,2.5,1,1,0.327
8158,20050101,37,6,1,23,68.4,5.05,2.5,1,1,0.327
8159,20050101,37,6,1,24,68.4,5.05,2.5,1,1,0.327
8160,20050101,37,6,1,30,68.4,5.05,2.5,1,1,0.327
8161,20050101,37,6,1,34,68.4,5.05,2.5,1,1,0.327
8162,20050101,37,6,1,35,68.4,5.05,2.5,1,1,0.327
8163,20050101,37,6,1,39,68.4,5.05,2.5,1,1,0.327
8164,20050101,37,6,1,46,68.4,5.05,2.5,1,1,0.327
8165,20050101,37,6,1,47,68.4,5.05,2.5,1,1,0.327
8166,20060101,37,6,1,6,73.03,6.77,2.5,1,1,0.366
8167,20060101,37,6,1,7,73.03,6.77,2.5,1,1,0.366
8168,20060101,37,6,1,8,73.03,6.77,2.5,1,1,0.366
8169,20060101,37,6,1,9,73.03,6.77,2.5,1,1,0.366
8170,20060101,37,6,1,14,73.03,6.77,2.5,1,1,0.366
8171,20060101,37,6,1,20,73.03,6.77,2.5,1,1,0.366
8172,20060101,37,6,1,21,73.03,6.77,2.5,1,1,0.366
8173,20060101,37,6,1,23,73.03,6.77,2.5,1,1,0.366
8174,20060101,37,6,1,24,73.03,6.77,2.5,1,1,0.366
8175,20060101,37,6,1,30,73.03,6.77,2.5,1,1,0.366
